"","CRN","Time","Days","Course Location","SEC","Seats","Title","Old GE"," New GE","Instructor","Units"
"8823","55506","10:30 - 11:50 AM","TR","PHY 009AREMOTE TBA","C07","0","Classical Physics","SE","SE","Savrasov, S","5.0"
"8824","55506","3:10 - 4:00 PM","W","PHY 009AREMOTE TBA","C07","0","Classical Physics","SE","SE","Savrasov, S","5.0"
"8825","55506","TBA",NA,"PHY 009AREMASY TBA","C07","0","Classical Physics","SE","SE","Savrasov, S","5.0"
"8826","55507","3:10 - 4:00 PM","W","PHY 009AREMOTE TBA","D01","3","Classical Physics","SE","SE","Weideman, T","5.0"
"8827","55507","TBA",NA,"PHY 009AREMASY TBA","D01","3","Classical Physics","SE","SE","Weideman, T","5.0"
"8828","55507","12:10 - 1:30 PM","TR","PHY 009AREMOTE TBA","D01","3","Classical Physics","SE","SE","Weideman, T","5.0"
"8829","55508","12:10 - 1:30 PM","TR","PHY 009AREMOTE TBA","D02","0","Classical Physics","SE","SE","Weideman, T","5.0"
"8830","55508","4:10 - 5:00 PM","W","PHY 009AREMOTE TBA","D02","0","Classical Physics","SE","SE","Weideman, T","5.0"
"8831","55508","TBA",NA,"PHY 009AREMASY TBA","D02","0","Classical Physics","SE","SE","Weideman, T","5.0"
"8832","55509","12:10 - 1:30 PM","TR","PHY 009AREMOTE TBA","D03","0","Classical Physics","SE","SE","Weideman, T","5.0"
"8833","55509","5:10 - 6:00 PM","W","PHY 009AREMOTE TBA","D03","0","Classical Physics","SE","SE","Weideman, T","5.0"
"8834","55509","TBA",NA,"PHY 009AREMASY TBA","D03","0","Classical Physics","SE","SE","Weideman, T","5.0"
"8835","55510","12:10 - 1:30 PM","TR","PHY 009AREMOTE TBA","D04","16","Classical Physics","SE","SE","Weideman, T","5.0"
"8836","55510","5:10 - 6:00 PM","T","PHY 009AREMOTE TBA","D04","16","Classical Physics","SE","SE","Weideman, T","5.0"
"8837","55510","TBA",NA,"PHY 009AREMASY TBA","D04","16","Classical Physics","SE","SE","Weideman, T","5.0"
"8838","55511","12:10 - 1:30 PM","TR","PHY 009AREMOTE TBA","D05","10","Classical Physics","SE","SE","Weideman, T","5.0"
"8839","55511","6:10 - 7:00 PM","T","PHY 009AREMOTE TBA","D05","10","Classical Physics","SE","SE","Weideman, T","5.0"
"8840","55511","TBA",NA,"PHY 009AREMASY TBA","D05","10","Classical Physics","SE","SE","Weideman, T","5.0"
"8841","55512","12:10 - 1:30 PM","TR","PHY 009AREMOTE TBA","D06","14","Classical Physics","SE","SE","Weideman, T","5.0"
"8842","55512","7:10 - 8:00 PM","T","PHY 009AREMOTE TBA","D06","14","Classical Physics","SE","SE","Weideman, T","5.0"
"8843","55512","TBA",NA,"PHY 009AREMASY TBA","D06","14","Classical Physics","SE","SE","Weideman, T","5.0"
"8844","55513","12:10 - 1:30 PM","TR","PHY 009AREMOTE TBA","D07","20","Classical Physics","SE","SE","Weideman, T","5.0"
"8845","55513","8:10 - 9:00 PM","T","PHY 009AREMOTE TBA","D07","20","Classical Physics","SE","SE","Weideman, T","5.0"
"8846","55513","TBA",NA,"PHY 009AREMASY TBA","D07","20","Classical Physics","SE","SE","Weideman, T","5.0"
"8847","55514","12:10 - 1:30 PM","TR","PHY 009AREMOTE TBA","E01","6","Classical Physics","SE","SE","Weideman, T","5.0"
"8848","55514","4:10 - 5:00 PM","W","PHY 009AREMOTE TBA","E01","6","Classical Physics","SE","SE","Weideman, T","5.0"
"8849","55514","TBA",NA,"PHY 009AREMASY TBA","E01","6","Classical Physics","SE","SE","Weideman, T","5.0"
"8850","55515","12:10 - 1:30 PM","TR","PHY 009AREMOTE TBA","E02","0","Classical Physics","SE","SE","Weideman, T","5.0"
"8851","55515","2:10 - 3:00 PM","W","PHY 009AREMOTE TBA","E02","0","Classical Physics","SE","SE","Weideman, T","5.0"
"8852","55515","TBA",NA,"PHY 009AREMASY TBA","E02","0","Classical Physics","SE","SE","Weideman, T","5.0"
"8853","55516","12:10 - 1:30 PM","TR","PHY 009AREMOTE TBA","E03","0","Classical Physics","SE","SE","Weideman, T","5.0"
"8854","55516","3:10 - 4:00 PM","W","PHY 009AREMOTE TBA","E03","0","Classical Physics","SE","SE","Weideman, T","5.0"
"8855","55516","TBA",NA,"PHY 009AREMASY TBA","E03","0","Classical Physics","SE","SE","Weideman, T","5.0"
"8856","55517","10:00 - 10:50 AM","W","PHY 009AREMOTE TBA","E04","0","Classical Physics","SE","SE","Weideman, T","5.0"
"8857","55517","12:10 - 1:30 PM","TR","PHY 009AREMOTE TBA","E04","0","Classical Physics","SE","SE","Weideman, T","5.0"
"8858","55517","TBA",NA,"PHY 009AREMASY TBA","E04","0","Classical Physics","SE","SE","Weideman, T","5.0"
"8859","55518","12:10 - 1:30 PM","TR","PHY 009AREMOTE TBA","E05","2","Classical Physics","SE","SE","Weideman, T","5.0"
"8860","55518","3:10 - 4:00 PM","T","PHY 009AREMOTE TBA","E05","2","Classical Physics","SE","SE","Weideman, T","5.0"
"8861","55518","TBA",NA,"PHY 009AREMASY TBA","E05","2","Classical Physics","SE","SE","Weideman, T","5.0"
"8862","55519","12:10 - 1:30 PM","TR","PHY 009AREMOTE TBA","E06","11","Classical Physics","SE","SE","Weideman, T","5.0"
"8863","55519","4:10 - 5:00 PM","T","PHY 009AREMOTE TBA","E06","11","Classical Physics","SE","SE","Weideman, T","5.0"
"8864","55519","TBA",NA,"PHY 009AREMASY TBA","E06","11","Classical Physics","SE","SE","Weideman, T","5.0"
"8865","55520","12:10 - 1:30 PM","TR","PHY 009AREMOTE TBA","E07","17","Classical Physics","SE","SE","Weideman, T","5.0"
"8866","55520","5:10 - 6:00 PM","T","PHY 009AREMOTE TBA","E07","17","Classical Physics","SE","SE","Weideman, T","5.0"
"8867","55520","TBA",NA,"PHY 009AREMASY TBA","E07","17","Classical Physics","SE","SE","Weideman, T","5.0"
"8868","55521","5:10 - 6:00 PM","W","PHY 009CREMOTE TBA","A01","2","Classical Physics","SE","SE","Ferenc, D","5.0"
"8869","55521","TBA",NA,"PHY 009CREMASY TBA","A01","2","Classical Physics","SE","SE","Ferenc, D","5.0"
"8870","55521","12:10 - 1:00 PM","MWF","PHY 009CREMOTE TBA","A01","2","Classical Physics","SE","SE","Ferenc, D","5.0"
"8871","55522","12:10 - 1:00 PM","MWF","PHY 009CREMOTE TBA","A02","2","Classical Physics","SE","SE","Ferenc, D","5.0"
"8872","55522","4:10 - 5:00 PM","W","PHY 009CREMOTE TBA","A02","2","Classical Physics","SE","SE","Ferenc, D","5.0"
"8873","55522","TBA",NA,"PHY 009CREMASY TBA","A02","2","Classical Physics","SE","SE","Ferenc, D","5.0"
"8874","55523","12:10 - 1:00 PM","MWF","PHY 009CREMOTE TBA","A03","3","Classical Physics","SE","SE","Ferenc, D","5.0"
"8875","55523","6:10 - 7:00 PM","W","PHY 009CREMOTE TBA","A03","3","Classical Physics","SE","SE","Ferenc, D","5.0"
"8876","55523","TBA",NA,"PHY 009CREMASY TBA","A03","3","Classical Physics","SE","SE","Ferenc, D","5.0"
"8877","55524","12:10 - 1:00 PM","MWF","PHY 009CREMOTE TBA","A04","2","Classical Physics","SE","SE","Ferenc, D","5.0"
"8878","55524","3:10 - 4:00 PM","R","PHY 009CREMOTE TBA","A04","2","Classical Physics","SE","SE","Ferenc, D","5.0"
"8879","55524","TBA",NA,"PHY 009CREMASY TBA","A04","2","Classical Physics","SE","SE","Ferenc, D","5.0"
"8880","55525","12:10 - 1:00 PM","MWF","PHY 009CREMOTE TBA","A05","1","Classical Physics","SE","SE","Ferenc, D","5.0"
"8881","55525","4:10 - 5:00 PM","R","PHY 009CREMOTE TBA","A05","1","Classical Physics","SE","SE","Ferenc, D","5.0"
"8882","55525","TBA",NA,"PHY 009CREMASY TBA","A05","1","Classical Physics","SE","SE","Ferenc, D","5.0"
"8883","55526","12:10 - 1:00 PM","MWF","PHY 009CREMOTE TBA","A06","2","Classical Physics","SE","SE","Ferenc, D","5.0"
"8884","55526","5:10 - 6:00 PM","R","PHY 009CREMOTE TBA","A06","2","Classical Physics","SE","SE","Ferenc, D","5.0"
"8885","55526","TBA",NA,"PHY 009CREMASY TBA","A06","2","Classical Physics","SE","SE","Ferenc, D","5.0"
"8886","55527","10:00 - 10:50 AM","R","PHY 009CREMOTE TBA","A07","2","Classical Physics","SE","SE","Ferenc, D","5.0"
"8887","55527","12:10 - 1:00 PM","MWF","PHY 009CREMOTE TBA","A07","2","Classical Physics","SE","SE","Ferenc, D","5.0"
"8888","55527","TBA",NA,"PHY 009CREMASY TBA","A07","2","Classical Physics","SE","SE","Ferenc, D","5.0"
"8889","55528","10:00 - 10:50 AM","R","PHY 009CREMOTE TBA","B01","1","Classical Physics","SE","SE","Curro, N","5.0"
"8890","55528","4:10 - 5:00 PM","MWF","PHY 009CREMOTE TBA","B01","1","Classical Physics","SE","SE","Curro, N","5.0"
"8891","55528","TBA",NA,"PHY 009CREMASY TBA","B01","1","Classical Physics","SE","SE","Curro, N","5.0"
"8892","55529","2:10 - 3:00 PM","R","PHY 009CREMOTE TBA","B02","6","Classical Physics","SE","SE","Curro, N","5.0"
"8893","55529","4:10 - 5:00 PM","MWF","PHY 009CREMOTE TBA","B02","6","Classical Physics","SE","SE","Curro, N","5.0"
"8894","55529","TBA",NA,"PHY 009CREMASY TBA","B02","6","Classical Physics","SE","SE","Curro, N","5.0"
"8895","55530","4:10 - 5:00 PM","MWF","PHY 009CREMOTE TBA","B03","7","Classical Physics","SE","SE","Curro, N","5.0"
"8896","55530","4:10 - 5:00 PM","R","PHY 009CREMOTE TBA","B03","7","Classical Physics","SE","SE","Curro, N","5.0"
"8897","55530","TBA",NA,"PHY 009CREMASY TBA","B03","7","Classical Physics","SE","SE","Curro, N","5.0"
"8898","55531","3:10 - 4:00 PM","R","PHY 009CREMOTE TBA","B04","4","Classical Physics","SE","SE","Curro, N","5.0"
"8899","55531","4:10 - 5:00 PM","MWF","PHY 009CREMOTE TBA","B04","4","Classical Physics","SE","SE","Curro, N","5.0"
"8900","55531","TBA",NA,"PHY 009CREMASY TBA","B04","4","Classical Physics","SE","SE","Curro, N","5.0"
"8901","55532","4:10 - 5:00 PM","MWF","PHY 009CREMOTE TBA","B05","13","Classical Physics","SE","SE","Curro, N","5.0"
"8902","55532","8:10 - 9:00 PM","W","PHY 009CREMOTE TBA","B05","13","Classical Physics","SE","SE","Curro, N","5.0"
"8903","55532","TBA",NA,"PHY 009CREMASY TBA","B05","13","Classical Physics","SE","SE","Curro, N","5.0"
"8904","55533","4:10 - 5:00 PM","MWF","PHY 009CREMOTE TBA","B06","6","Classical Physics","SE","SE","Curro, N","5.0"
"8905","55533","6:10 - 7:00 PM","W","PHY 009CREMOTE TBA","B06","6","Classical Physics","SE","SE","Curro, N","5.0"
"8906","55533","TBA",NA,"PHY 009CREMASY TBA","B06","6","Classical Physics","SE","SE","Curro, N","5.0"
"8907","55534","4:10 - 5:00 PM","MWF","PHY 009CREMOTE TBA","B07","17","Classical Physics","SE","SE","Curro, N","5.0"
"8908","55534","7:10 - 8:00 PM","W","PHY 009CREMOTE TBA","B07","17","Classical Physics","SE","SE","Curro, N","5.0"
"8909","55534","TBA",NA,"PHY 009CREMASY TBA","B07","17","Classical Physics","SE","SE","Curro, N","5.0"
"8910","55535","2:10 - 3:00 PM","MWF","PHY 009DREMOTE TBA","A01","1","Modern Physics","SE","SE","Conway, J","4.0"
"8911","55535","3:10 - 4:30 PM","M","PHY 009DREMOTE TBA","A01","1","Modern Physics","SE","SE","Conway, J","4.0"
"8912","55536","4:40 - 6:00 PM","M","PHY 009DREMOTE TBA","A02","2","Modern Physics","SE","SE","Conway, J","4.0"
"8913","55536","2:10 - 3:00 PM","MWF","PHY 009DREMOTE TBA","A02","2","Modern Physics","SE","SE","Conway, J","4.0"
"8914","55537","2:10 - 3:00 PM","MWF","PHY 009DREMOTE TBA","A03","0","Modern Physics","SE","SE","Conway, J","4.0"
"8915","55537","6:10 - 7:30 PM","M","PHY 009DREMOTE TBA","A03","0","Modern Physics","SE","SE","Conway, J","4.0"
"8916","55538","3:10 - 4:30 PM","T","PHY 009DREMOTE TBA","A04","2","Modern Physics","SE","SE","Conway, J","4.0"
"8917","55538","2:10 - 3:00 PM","MWF","PHY 009DREMOTE TBA","A04","2","Modern Physics","SE","SE","Conway, J","4.0"
"8918","55539","2:10 - 3:00 PM","MWF","PHY 009DREMOTE TBA","A05","10","Modern Physics","SE","SE","Conway, J","4.0"
"8919","55539","6:10 - 7:30 PM","T","PHY 009DREMOTE TBA","A05","10","Modern Physics","SE","SE","Conway, J","4.0"
"8920","55540","7:40 - 9:00 PM","M","PHY 009DREMOTE TBA","A06","11","Modern Physics","SE","SE","Conway, J","4.0"
"8921","55540","2:10 - 3:00 PM","MWF","PHY 009DREMOTE TBA","A06","11","Modern Physics","SE","SE","Conway, J","4.0"
"8922","55541","4:40 - 6:00 PM","T","PHY 009DREMOTE TBA","A07","0","Modern Physics","SE","SE","Conway, J","4.0"
"8923","55541","2:10 - 3:00 PM","MWF","PHY 009DREMOTE TBA","A07","0","Modern Physics","SE","SE","Conway, J","4.0"
"8924","55544","10:30 - 11:50 AM","TR","PHY 009HCREMOTE TBA","001","4","Honors Physics","SE","SE","Chertok, M","5.0"
"8925","55544","4:10 - 6:00 PM","MW","PHY 009HCREMOTE TBA","001","4","Honors Physics","SE","SE","Chertok, M","5.0"
"8926","62898","TBA",NA,"PHY 010CYONLINE","A01","0","Physics of California","SE","SE SL VL","Mitchell, J","3.0"
"8927","62898","TBA",NA,"PHY 010CYREMASY TBA","A01","0","Physics of California","SE","SE SL VL","Mitchell, J","3.0"
"8928","62898","9:00 - 10:20 AM","T","PHY 010CYREMOTE TBA","A01","0","Physics of California","SE","SE SL VL","Mitchell, J","3.0"
"8929","62899","TBA",NA,"PHY 010CYREMASY TBA","A02","0","Physics of California","SE","SE SL VL","Mitchell, J","3.0"
"8930","62899","TBA",NA,"PHY 010CYONLINE","A02","0","Physics of California","SE","SE SL VL","Mitchell, J","3.0"
"8931","62899","9:00 - 10:20 AM","R","PHY 010CYREMOTE TBA","A02","0","Physics of California","SE","SE SL VL","Mitchell, J","3.0"
"8932","55546","1:10 - 3:00 PM","TR","PHY 040REMOTE TBA","A01","0","Intr Physics ComputationNo GE Credit",NA,"SE","Scalettar, R","4.0"
"8933","55546","3:10 - 4:00 PM","MW","PHY 040REMOTE TBA","A01","0","Intr Physics ComputationNo GE Credit",NA,"SE","Scalettar, R","4.0"
"8934","55547","3:10 - 4:00 PM","MW","PHY 040REMOTE TBA","A02","8","Intr Physics ComputationNo GE Credit",NA,"SE","Scalettar, R","4.0"
"8935","55547","3:10 - 5:00 PM","TR","PHY 040REMOTE TBA","A02","8","Intr Physics ComputationNo GE Credit",NA,"SE","Scalettar, R","4.0"
"8936","@","TBA",NA,"PHY 049TBA","-","0","Low Div Suppl Work","SE","SE","The Staff
                       ","
						
                        V"
"8937","@ Denotes consent of instructor required. Contact department for CRN.",NA,NA,"@ Denotes consent of instructor required. Contact department for CRN.","@","Denotes","@ Denotes consent of instructor required. Contact department for CRN.",NA,NA,"@ Denotes consent of instructor required. Contact department for CRN.",NA
"8938","55605","11:00 - 11:50 AM","MW","PHY 080REMOTE TBA","A01","0","Experimental TechniquesNo GE Credit",NA,"                              No GE Credit","Valenti, S","4.0"
"8939","55605","12:10 - 2:30 PM","MW","PHY 080REMOTE TBA","A01","0","Experimental TechniquesNo GE Credit",NA,"                              No GE Credit","Valenti, S","4.0"
"8940","63182","3:10 - 5:30 PM","TR","PHY 080REMOTE TBA","A02","16","Experimental TechniquesNo GE Credit",NA,"                              No GE Credit","Valenti, S","4.0"
"8941","63182","11:00 - 11:50 AM","MW","PHY 080REMOTE TBA","A02","16","Experimental TechniquesNo GE Credit",NA,"                              No GE Credit","Valenti, S","4.0"
"8942","@","TBA",NA,"PHY 090XTBA","-","0","Seminar","SE","SE","The Staff
                       ","2.0"
"8943","@ Denotes consent of instructor required. Contact department for CRN.",NA,NA,"@ Denotes consent of instructor required. Contact department for CRN.","@","Denotes","@ Denotes consent of instructor required. Contact department for CRN.",NA,NA,"@ Denotes consent of instructor required. Contact department for CRN.",NA
"8944","@","TBA",NA,"PHY 098TBA","-","0","Directed Gp StudyNo GE Credit",NA,"SE","The Staff
                       ","
						
                        V"
"8945","@ Denotes consent of instructor required. Contact department for CRN.",NA,NA,"@ Denotes consent of instructor required. Contact department for CRN.","@","Denotes","@ Denotes consent of instructor required. Contact department for CRN.",NA,NA,"@ Denotes consent of instructor required. Contact department for CRN.",NA
"8946","@","TBA",NA,"PHY 099TBA","-","0","Special StudyNo GE Credit",NA,"SE","The Staff
                       ","
						
                        V"
"8947","@ Denotes consent of instructor required. Contact department for CRN.",NA,NA,"@ Denotes consent of instructor required. Contact department for CRN.","@","Denotes","@ Denotes consent of instructor required. Contact department for CRN.",NA,NA,"@ Denotes consent of instructor required. Contact department for CRN.",NA
"8948","55723","2:10 - 3:00 PM","MWF","PHY 108REMOTE TBA","001","16","Optics","SE","SE","Zhu, X","3.0"
"8949","55727","10:00 - 10:50 AM","MWF","PHY 110BREMOTE TBA","001","11","Electricty & Magnetsm","SE","SE","Yu, D","4.0"
"8950","55728","9:00 - 9:50 AM","MWF","PHY 115AREMOTE TBA","001","16","Quantum Mechanics","SE","SE","Carlip, S","4.0"
"8951","55729","1:10 - 2:00 PM","MWF","PHY 116CREMOTE TBA","A01","8","Computers in Phys Expts","SE","SE WE","Mulhearn, M","4.0"
"8952","55729","4:10 - 7:00 PM","W","PHY 116CREMOTE TBA","A01","8","Computers in Phys Expts","SE","SE WE","Mulhearn, M","4.0"
"8953","55730","3:10 - 6:00 PM","M","PHY 116CREMOTE TBA","A02","2","Computers in Phys Expts","SE","SE WE","Mulhearn, M","4.0"
"8954","55730","1:10 - 2:00 PM","MWF","PHY 116CREMOTE TBA","A02","2","Computers in Phys Expts","SE","SE WE","Mulhearn, M","4.0"
"8955","55733","10:30 - 11:50 AM","TR","PHY 129AREMOTE TBA","001","16","Intro Nuclear Phys","SE","SE","Calderon De La Barca Sanchez, M","4.0"
"8956","55734","10:00 - 10:50 AM","MWF","PHY 130BREMOTE TBA","001","29","Elem Part Physics","SE","SE","Svoboda, R","4.0"
"8957","55735","11:00 - 11:50 AM","MWF","PHY 140BREMOTE TBA","001","25","Solid State Physics","SE","SE","Vishik, I","4.0"
"8958","62621","2:10 - 6:00 PM","TR","PHY 157REMOTE TBA","001","0","Ast Instrumentation Lab","SE","SE WE","Jones, T","4.0"
"8959","62622","9:00 - 10:20 AM","TR","PHY 158REMOTE TBA","001","14","Galaxy FormationNo GE Credit",NA,"                              No GE Credit","Wetzel, A","4.0"
"8960","62623","10:30 - 11:50 AM","TR","PHY 160REMOTE TBA","001","1","Envir Physics & Soc","SE SS","SE SL","Cox, D","3.0"
"8961","* Cross-listed course. See details for more information.",NA,NA,"* Cross-listed course. See details for more information.","*","Cross-listed","* Cross-listed course. See details for more information.",NA,NA,"* Cross-listed course. See details for more information.",NA
"8962","55738","12:10 - 1:00 PM","F","PHY 185REMOTE TBA","001","0","Alumni Seminar Series","SE","SE","Knox, L","1.0"
"8963","@","TBA",NA,"PHY 194HATBA","-","0","Special Study-Honors","SE","SE","The Staff
                       ","4.0"
"8964","@ Denotes consent of instructor required. Contact department for CRN.",NA,NA,"@ Denotes consent of instructor required. Contact department for CRN.","@","Denotes","@ Denotes consent of instructor required. Contact department for CRN.",NA,NA,"@ Denotes consent of instructor required. Contact department for CRN.",NA
"8965","@","TBA",NA,"PHY 194HBTBA","-","0","Special Study-Honors","SE","SE","The Staff
                       ","4.0"
"8966","@ Denotes consent of instructor required. Contact department for CRN.",NA,NA,"@ Denotes consent of instructor required. Contact department for CRN.","@","Denotes","@ Denotes consent of instructor required. Contact department for CRN.",NA,NA,"@ Denotes consent of instructor required. Contact department for CRN.",NA
"8967","@","TBA",NA,"PHY 195TBA","-","0","Senior Thesis","SE","SE","The Staff
                       ","5.0"
"8968","@ Denotes consent of instructor required. Contact department for CRN.",NA,NA,"@ Denotes consent of instructor required. Contact department for CRN.","@","Denotes","@ Denotes consent of instructor required. Contact department for CRN.",NA,NA,"@ Denotes consent of instructor required. Contact department for CRN.",NA
"8969","@","TBA",NA,"PHY 197TTBA","-","0","TutoringNo GE Credit",NA,"SE","The Staff
                       ","
						
                        V"
"8970","@ Denotes consent of instructor required. Contact department for CRN.",NA,NA,"@ Denotes consent of instructor required. Contact department for CRN.","@","Denotes","@ Denotes consent of instructor required. Contact department for CRN.",NA,NA,"@ Denotes consent of instructor required. Contact department for CRN.",NA
"8971","@","TBA",NA,"PHY 198TBA","-","0","Directed Gp StudyNo GE Credit",NA,"SE","The Staff
                       ","
						
                        V"
"8972","@ Denotes consent of instructor required. Contact department for CRN.",NA,NA,"@ Denotes consent of instructor required. Contact department for CRN.","@","Denotes","@ Denotes consent of instructor required. Contact department for CRN.",NA,NA,"@ Denotes consent of instructor required. Contact department for CRN.",NA
"8973","@","TBA",NA,"PHY 199TBA","-","0","Special StudyNo GE Credit",NA,"SE","The Staff
                       ","
						
                        V"
"8974","@ Denotes consent of instructor required. Contact department for CRN.",NA,NA,"@ Denotes consent of instructor required. Contact department for CRN.","@","Denotes","@ Denotes consent of instructor required. Contact department for CRN.",NA,NA,"@ Denotes consent of instructor required. Contact department for CRN.",NA
"8975","56028","10:30 - 11:50 AM","TR","PHY 215CREMOTE TBA","001","27","Quantum MechanicsNo GE Credit",NA,"                              No GE Credit","Singh, R","4.0"
"8976","56028","TBA",NA,"PHY 215CREMOTE TBA","001","27","Quantum MechanicsNo GE Credit",NA,"                              No GE Credit","Singh, R","4.0"
"8977","@","11:30 - 12:50 PM","MW","PHY 219BREMOTE TBA","001","26","Statistical MechanicsNo GE Credit",NA,"                              No GE Credit","Cox, D","4.0"
"8978","@ Denotes consent of instructor required. Contact department for CRN.",NA,NA,"@ Denotes consent of instructor required. Contact department for CRN.","@","Denotes","@ Denotes consent of instructor required. Contact department for CRN.",NA,NA,"@ Denotes consent of instructor required. Contact department for CRN.",NA
"8979","56030","9:00 - 10:20 AM","TR","PHY 230AREMOTE TBA","001","17","Quantum Thry/FieldsNo GE Credit",NA,"                              No GE Credit","Terning, J","3.0"
"8980","@","10:30 - 11:50 AM","TR","PHY 233REMOTE TBA","LEC","11","Tpcs Geometry & PhysicsNo GE Credit",NA,"                              No GE Credit","Hubeny, V","3.0"
"8981","@ Denotes consent of instructor required. Contact department for CRN.",NA,NA,"@ Denotes consent of instructor required. Contact department for CRN.","@","Denotes","@ Denotes consent of instructor required. Contact department for CRN.",NA,NA,"@ Denotes consent of instructor required. Contact department for CRN.",NA
"8982","56032","2:10 - 3:30 PM","MW","PHY 240CREMOTE TBA","001","8","Condensed Matter PhysicsNo GE Credit",NA,"                              No GE Credit","Zimanyi, G","3.0"
"8983","56033","2:10 - 3:30 PM","MW","PHY 245CREMOTE TBA","001","19","Collider PhysicsNo GE Credit",NA,"                              No GE Credit","Erbacher, R","3.0"
"8984","56035","1:40 - 3:00 PM","TR","PHY 250REMOTE TBA","001","11","Special TopicsNo GE Credit",NA,"                              No GE Credit","Wittman, D","3.0"
"8985","56036","2:10 - 3:30 PM","MW","PHY 250REMOTE TBA","002","11","Special TopicsNo GE Credit",NA,"                              No GE Credit","Rangamani, M","3.0"
"8986","62907","9:30 - 10:50 AM","WF","PHY 250REMOTE TBA","003","4","Special TopicsNo GE Credit",NA,"                              No GE Credit","Singh, R","3.0"
"8987","@","12:10 - 1:30 PM","TR","PHY 256BREMOTE TBA","001","11","Physics of ComputationNo GE Credit",NA,"                              No GE Credit","Crutchfield, J","4.0"
"8988","@ Denotes consent of instructor required. Contact department for CRN.",NA,NA,"@ Denotes consent of instructor required. Contact department for CRN.","@","Denotes","@ Denotes consent of instructor required. Contact department for CRN.",NA,NA,"@ Denotes consent of instructor required. Contact department for CRN.",NA
"8989","62929","9:00 - 10:20 AM","MW","PHY 262REMOTE TBA","001","10","Early Universe CosmologyNo GE Credit",NA,"                              No GE Credit","Albrecht, A","3.0"
"8990","@","TBA",NA,"PHY 270TBA","-","0","Topics in Phy ResearchNo GE Credit",NA,"                              No GE Credit","The Staff
                       ","3.0"
"8991","@ Denotes consent of instructor required. Contact department for CRN.",NA,NA,"@ Denotes consent of instructor required. Contact department for CRN.","@","Denotes","@ Denotes consent of instructor required. Contact department for CRN.",NA,NA,"@ Denotes consent of instructor required. Contact department for CRN.",NA
"8992","56096","12:10 - 1:00 PM","F","PHY 285REMOTE TBA","001","19","Careers in PhysicsNo GE Credit",NA,"                              No GE Credit","Knox, L","1.0"
"8993","56097","4:10 - 6:00 PM","M","PHY 290REMOTE TBA","001","64","Seminar In PhysicsNo GE Credit",NA,"                              No GE Credit","Pantic, E","1.0"
"8994","56098","12:40 - 2:00 PM","W","PHY 291REMOTE TBA","001","10","Nuclear Physics SemNo GE Credit",NA,"                              No GE Credit","Prebys, E","1.0"
"8995","56099","12:10 - 2:00 PM","T","PHY 292AREMOTE TBA","001","11","Particle Physics SemNo GE Credit",NA,"                              No GE Credit","Svoboda, R","1.0"
"8996","56100","1:10 - 2:30 PM","M","PHY 292BREMOTE TBA","001","12","Joint Theory SeminarNo GE Credit",NA,"                              No GE Credit","Terning, J","1.0"
"8997","56101","4:10 - 6:00 PM","R","PHY 293REMOTE TBA","001","20","Condensed Matter SemNo GE Credit",NA,"                              No GE Credit","Vishik, I","1.0"
"8998","56102","12:10 - 1:30 PM","R","PHY 294REMOTE TBA","001","13","Cosmology SeminarNo GE Credit",NA,"                              No GE Credit","Wetzel, A","1.0"
"8999","@","1:40 - 3:00 PM","R","PHY 296REMOTE TBA","001","21","FSG SeminarNo GE Credit",NA,"                              No GE Credit","Rangamani, M","1.0"
"9000","@ Denotes consent of instructor required. Contact department for CRN.",NA,NA,"@ Denotes consent of instructor required. Contact department for CRN.","@","Denotes","@ Denotes consent of instructor required. Contact department for CRN.",NA,NA,"@ Denotes consent of instructor required. Contact department for CRN.",NA
"9001","@","TBA",NA,"PHY 298TBA","-","0","Group StudyNo GE Credit",NA,"                              No GE Credit","The Staff
                       ","
						
                        V"
"9002","@ Denotes consent of instructor required. Contact department for CRN.",NA,NA,"@ Denotes consent of instructor required. Contact department for CRN.","@","Denotes","@ Denotes consent of instructor required. Contact department for CRN.",NA,NA,"@ Denotes consent of instructor required. Contact department for CRN.",NA
"9003","@","12:10 - 1:00 PM","T","PHY 298REMOTE TBA","001","10","Group StudyNo GE Credit",NA,"                              No GE Credit","The Staff
                       ","
						
                        V"
"9004","@ Denotes consent of instructor required. Contact department for CRN.",NA,NA,"@ Denotes consent of instructor required. Contact department for CRN.","@","Denotes","@ Denotes consent of instructor required. Contact department for CRN.",NA,NA,"@ Denotes consent of instructor required. Contact department for CRN.",NA
"9005","@","TBA",NA,"PHY 299REMOTE TBA","-","48","ResearchNo GE Credit",NA,"                              No GE Credit","Higino Da Silva Neto, E","
						
                        V"
"9006","@ Denotes consent of instructor required. Contact department for CRN.",NA,NA,"@ Denotes consent of instructor required. Contact department for CRN.","@","Denotes","@ Denotes consent of instructor required. Contact department for CRN.",NA,NA,"@ Denotes consent of instructor required. Contact department for CRN.",NA
"9007","@","TBA",NA,"PHY 299REMOTE TBA","060","99","ResearchNo GE Credit",NA,"                              No GE Credit","V",NA
"9008","@ Denotes consent of instructor required. Contact department for CRN.",NA,NA,"@ Denotes consent of instructor required. Contact department for CRN.","@","Denotes","@ Denotes consent of instructor required. Contact department for CRN.",NA,NA,"@ Denotes consent of instructor required. Contact department for CRN.",NA
"9009","@","TBA",NA,"PHY 299REMOTE TBA","061","99","ResearchNo GE Credit",NA,"                              No GE Credit","V",NA
